  224   840   952	RPs/Img: 73.17	IOU: 66.61%	Recall:88.24%
  225   841   953	RPs/Img: 73.08	IOU: 66.63%	Recall:88.25%
  226   844   957	RPs/Img: 72.94	IOU: 66.63%	Recall:88.19%
  227   847   960	RPs/Img: 72.97	IOU: 66.61%	Recall:88.23%
  228   848   961	RPs/Img: 72.98	IOU: 66.63%	Recall:88.24%
  229   859   975	RPs/Img: 73.47	IOU: 66.65%	Recall:88.10%
  230   863   979	RPs/Img: 73.36	IOU: 66.69%	Recall:88.15%
  231   875   993	RPs/Img: 73.77	IOU: 66.61%	Recall:88.12%
  232   876   994	RPs/Img: 73.65	IOU: 66.59%	Recall:88.13%
  233   880   998	RPs/Img: 73.69	IOU: 66.56%	Recall:88.18%
  234   881   999	RPs/Img: 73.78	IOU: 66.58%	Recall:88.19%
  235   883  1003	RPs/Img: 73.91	IOU: 66.54%	Recall:88.04%
  236   897  1017	RPs/Img: 74.02	IOU: 66.52%	Recall:88.20%
  237   899  1019	RPs/Img: 73.81	IOU: 66.56%	Recall:88.22%
  238   902  1022	RPs/Img: 73.77	IOU: 66.58%	Recall:88.26%
  239   903  1023	RPs/Img: 73.60	IOU: 66.57%	Recall:88.27%
  240   905  1026	RPs/Img: 73.57	IOU: 66.51%	Recall:88.21%
  241   907  1028	RPs/Img: 73.36	IOU: 66.52%	Recall:88.23%
  242   912  1033	RPs/Img: 73.53	IOU: 66.55%	Recall:88.29%
  243   917  1040	RPs/Img: 73.65	IOU: 66.52%	Recall:88.17%
  244   929  1055	RPs/Img: 74.44	IOU: 66.48%	Recall:88.06%
  245   930  1056	RPs/Img: 74.39	IOU: 66.48%	Recall:88.07%
  246   932  1058	RPs/Img: 74.10	IOU: 66.51%	Recall:88.09%
  247   933  1059	RPs/Img: 73.91	IOU: 66.52%	Recall:88.10%
  248   934  1060	RPs/Img: 73.65	IOU: 66.52%	Recall:88.11%
  249   936  1062	RPs/Img: 73.50	IOU: 66.51%	Recall:88.14%
  250   937  1063	RPs/Img: 73.57	IOU: 66.50%	Recall:88.15%
  251   941  1067	RPs/Img: 73.73	IOU: 66.48%	Recall:88.19%
  252   942  1068	RPs/Img: 73.78	IOU: 66.48%	Recall:88.20%
  253   943  1069	RPs/Img: 73.52	IOU: 66.50%	Recall:88.21%
  254   949  1075	RPs/Img: 73.86	IOU: 66.49%	Recall:88.28%
  255   950  1076	RPs/Img: 73.79	IOU: 66.49%	Recall:88.29%
  256   955  1083	RPs/Img: 73.63	IOU: 66.46%	Recall:88.18%
  257   956  1084	RPs/Img: 73.46	IOU: 66.47%	Recall:88.19%
  258   958  1086	RPs/Img: 73.36	IOU: 66.46%	Recall:88.21%
  259   959  1087	RPs/Img: 73.18	IOU: 66.47%	Recall:88.22%
  260   962  1090	RPs/Img: 73.16	IOU: 66.48%	Recall:88.26%
